"","mRNA","logFC","FDR","Delta","Tumor","Normal","start","end","diff_exp","gene"
"ENSG00000170231","ENSG00000170231",-4.31859095539812,0.00107613746835528,-522.34385841482,120.952380952381,6.5,160187367,160238735,"DOWN","FABP6"
"ENSG00000183128","ENSG00000183128",-3.9148587731856,0.0028099863743167,-525.896028531266,134.333333333333,9.75,103472804,103479240,"DOWN","CALHM3"
"ENSG00000148123","ENSG00000148123",-3.53173308735187,0.00676759922687888,-526.732763313622,149.142857142857,13,101028727,101325135,"DOWN","PLPPR1"
"ENSG00000149926","ENSG00000149926",-4.18851621527338,0.00166068894946392,-528.750308889987,126.238095238095,6.25,30024427,30052978,"DOWN","TLCD3B"
"ENSG00000224122","ENSG00000224122",-5.77159741459006,5.75180068319316e-05,-530.712124170163,91.9523809523809,1.25,39404590,39406579,"DOWN","POU6F2-AS1"
"ENSG00000267073","ENSG00000267073",-4.12330486615272,0.00174139326699149,-536.618676152161,130.142857142857,6.5,1748056,1748745,"DOWN","ENSG00000267073"
"ENSG00000197172","ENSG00000197172",-9.0022994541557,1.64381880163524e-06,-540.56664817573,60.0476190476191,0,152766136,152769747,"DOWN","MAGEA3"
"ENSG00000122133","ENSG00000122133",-4.3963902226547,0.000851250000563798,-546.617851016734,124.333333333333,6,135561756,135566955,"DOWN","PAEP"
"ENSG00000256463","ENSG00000256463",-7.43716540364013,7.29757061513741e-06,-548.22533546833,73.7142857142857,0.25,78980275,79002677,"DOWN","SALL3"
"ENSG00000111701","ENSG00000111701",-3.42429487503569,0.00840853125100748,-552.942091487905,161.47619047619,19,7649400,7665908,"DOWN","APOBEC1"
"ENSG00000233293","ENSG00000233293",-4.44114767663789,0.000927992652231804,-554.509009911645,124.857142857143,4.75,32561093,32573888,"DOWN","ENSG00000233293"
"ENSG00000127252","ENSG00000127252",-3.59230194435726,0.00587757344067922,-555.438305396572,154.619047619048,12.5,193241128,193277738,"DOWN","PLAAT1"
"ENSG00000157330","ENSG00000157330",-4.08300412416945,0.0018854427138338,-556.843991029586,136.380952380952,8,12746200,12763699,"DOWN","CFAP107"
"ENSG00000249896","ENSG00000249896",-3.75600148702308,0.00399416446845847,-558.928792711768,148.809523809524,11,6200733,6239937,"DOWN","ENSG00000249896"
"ENSG00000116176","ENSG00000116176",-3.54175732343698,0.0065986622973364,-559.429001992403,157.952380952381,13.25,1221651,1225257,"DOWN","TPSG1"
"ENSG00000204965","ENSG00000204965",-3.61110119120139,0.00545304866200432,-561.096342232863,155.380952380952,12.75,140821604,141012347,"DOWN","PCDHA5"
"ENSG00000227877","ENSG00000227877",-3.37070749500831,0.00955906425932964,-587.145143654304,174.190476190476,15.25,59736692,59756041,"DOWN","MRLN"
"ENSG00000005421","ENSG00000005421",-4.41707905403737,0.000841659547375502,-590.836907751951,133.761904761905,6.5,95297676,95324532,"DOWN","PON1"
"ENSG00000175894","ENSG00000175894",-3.39983915954225,0.00955906425932964,-592.219602171693,174.190476190476,13,44497893,44711572,"DOWN","TSPEAR"
"ENSG00000102239","ENSG00000102239",-4.19787234257098,0.00136082150783668,-592.499696351447,141.142857142857,8.75,136487947,136493780,"DOWN","BRS3"
"ENSG00000171540","ENSG00000171540",-5.82834572719655,6.39236364689697e-05,-595.878965537666,102.238095238095,1.25,77628712,77638713,"DOWN","OTP"
"ENSG00000204889","ENSG00000204889",-3.50768584675979,0.00696292572480885,-602.653835005205,171.809523809524,13.75,40977716,40987135,"DOWN","KRT40"
"ENSG00000167971","ENSG00000167971",-3.94487119924827,0.00251635918878222,-607.510164684234,154,9.75,2177180,2196605,"DOWN","CASKIN1"
"ENSG00000182968","ENSG00000182968",-6.76195754410504,8.08367107852736e-06,-608.898176947744,90.0476190476191,0.75,112067149,112071706,"DOWN","SOX1"
"ENSG00000227408","ENSG00000227408",-8.87191008198286,2.4136582841814e-06,-609.204492296156,68.6666666666667,0,103713723,103719871,"DOWN","AMYP1"
"ENSG00000060566","ENSG00000060566",-3.95243051611417,0.00234589778096346,-612.250308043781,154.904761904762,11.75,4153631,4173054,"DOWN","CREB3L3"
"ENSG00000180251","ENSG00000180251",-4.61048819813732,0.00059629527795595,-614.07311858048,133.190476190476,4.5,102473226,102533972,"DOWN","SLC9A4"
"ENSG00000261399","ENSG00000261399",-4.94286552889227,0.000338830545227799,-615.975194719575,124.619047619048,2.75,1713527,1714208,"DOWN","MAPK8IP3-AS1"
"ENSG00000108231","ENSG00000108231",-4.5092609897564,0.000652253669000939,-618.627662451819,137.190476190476,5.5,93757840,93806272,"DOWN","LGI1"
"ENSG00000144452","ENSG00000144452",-3.51180067481396,0.00705794291790131,-620.418119217132,176.666666666667,13,214931542,215138626,"DOWN","ABCA12"
"ENSG00000101323","ENSG00000101323",-5.60180743765189,6.71254695968657e-05,-625.001658400875,111.571428571429,2.25,7882985,7940458,"DOWN","HAO1"
"ENSG00000243069","ENSG00000243069",-3.81776931130677,0.00352986007930701,-627.568555363379,164.380952380952,11,154024401,154121347,"DOWN","ARHGEF26-AS1"
"ENSG00000259439","ENSG00000259439",-5.56156619139396,8.43905233718036e-05,-628.192143142213,112.952380952381,2,44921077,44939199,"DOWN","LINC01833"
"ENSG00000159263","ENSG00000159263",-3.44828154681716,0.00791034375882361,-630.542911417995,182.857142857143,19.25,36699115,36749917,"DOWN","SIM2"
"ENSG00000233332","ENSG00000233332",-4.29547564476336,0.00115387604833634,-631.23037332094,146.952380952381,7.25,234212606,234215088,"DOWN","LOC124904553"
"ENSG00000165566","ENSG00000165566",-5.4654995410613,9.04560686659764e-05,-636.600565592188,116.47619047619,2.5,25161684,25172288,"DOWN","AMER2"
"ENSG00000163207","ENSG00000163207",-6.06542065220606,4.23893579612744e-05,-643.512248243576,106.095238095238,1.25,152908546,152911886,"DOWN","IVL"
"ENSG00000240253","ENSG00000240253",-4.7168956851725,0.00042671345749323,-646.663937029126,137.095238095238,5,130690133,130718831,"DOWN","FAR2P3"
"ENSG00000261761","ENSG00000261761",-9.34374745406285,6.10947840598842e-07,-647.388216460069,69.2857142857143,0,37001772,37023499,"DOWN","LINC02616"
"ENSG00000188523","ENSG00000188523",-4.98394644924057,0.000236142835613479,-649.337023101057,130.285714285714,4,132410043,132573319,"DOWN","CFAP77"
"ENSG00000186910","ENSG00000186910",-5.68989093587022,5.32405395844728e-05,-657.588823874143,115.571428571429,2,94442464,94452800,"DOWN","SERPINA11"
"ENSG00000163394","ENSG00000163394",-5.34341283765619,0.000108587285375951,-664.618777712284,124.380952380952,2.75,26481396,26490484,"DOWN","CCKAR"
"ENSG00000281880","ENSG00000281880",-4.54019227096122,0.000690148756965749,-671.299857206409,147.857142857143,5.5,31812307,32002405,"DOWN","PAX6-AS1"
"ENSG00000182050","ENSG00000182050",-3.46584137619185,0.00737722301698946,-672.538267046752,194.047619047619,17.5,85955666,86838904,"DOWN","MGAT4C"
"ENSG00000106128","ENSG00000106128",-5.80631314388967,3.69808243845512e-05,-672.979342487022,115.904761904762,2.25,30938669,30993254,"DOWN","GHRHR"
"ENSG00000138083","ENSG00000138083",-3.64004994487088,0.00517273256063021,-679.302653997571,186.619047619048,13.25,44941702,44946071,"DOWN","SIX3"
"ENSG00000111700","ENSG00000111700",-6.3690185137947,9.60445583495961e-06,-688.763859277513,108.142857142857,1.25,20810702,20916911,"DOWN","SLCO1B3"
"ENSG00000144191","ENSG00000144191",-3.49736046032225,0.00705794291790131,-690.478879452192,197.428571428571,16.25,98346188,98398601,"DOWN","CNGA3"
"ENSG00000265542","ENSG00000265542",-5.85526302765543,3.25744088739607e-05,-705.419783808011,120.47619047619,1.75,57771946,57834749,"DOWN","ENSG00000265542"
"ENSG00000189212","ENSG00000189212",-6.0419490659611,2.75118839687918e-05,-705.469481416029,116.761904761905,1.5,35079989,35186041,"DOWN","ENSG00000189212"
"ENSG00000140519","ENSG00000140519",-4.20703914265618,0.00133899258786667,-706.782575966239,168,9,89471398,89496589,"DOWN","RHCG"
"ENSG00000118520","ENSG00000118520",-3.68385042913413,0.00461213318924915,-716.947462089104,194.619047619048,13.25,131470832,131584332,"DOWN","ARG1"
"ENSG00000165309","ENSG00000165309",-3.95375505825805,0.00238323975339829,-732.009507928918,185.142857142857,12.25,22928024,23038523,"DOWN","ARMC3"
"ENSG00000178796","ENSG00000178796",-4.02650152615411,0.00198071392797803,-762.926170122247,189.47619047619,12.75,151710433,151729805,"DOWN","RIIAD1"
"ENSG00000286051","ENSG00000286051",-5.94852499624305,2.41780789867233e-05,-774.441301891833,130.190476190476,2,152769764,152792268,"DOWN","ENSG00000286051"
"ENSG00000162621","ENSG00000162621",-6.02205842360943,2.50791995103622e-05,-775.985242585101,128.857142857143,2,74469376,74512611,"DOWN","LRRC53"
"ENSG00000126733","ENSG00000126733",-4.08054100866837,0.00170426613991152,-776.080037553403,190.190476190476,11.75,86148451,86832604,"DOWN","DACH2"
"ENSG00000118231","ENSG00000118231",-6.16431632848532,2.26104565846923e-05,-776.410318516365,125.952380952381,1.25,208121607,208124524,"DOWN","CRYGD"
"ENSG00000101282","ENSG00000101282",-3.88407768712621,0.00292804679064679,-781.994307674744,201.333333333333,10.25,958452,1002311,"DOWN","RSPO4"
"ENSG00000136267","ENSG00000136267",-3.63747966067483,0.00495377118887527,-789.333086366438,217,17,14145049,14974777,"DOWN","DGKB"
"ENSG00000056487","ENSG00000056487",-3.62263894022847,0.00502225466754978,-790.770328667015,218.285714285714,17.75,44881162,45010005,"DOWN","PHF21B"
"ENSG00000203985","ENSG00000203985",-4.03123652268717,0.00192429024660777,-793.193776749686,196.761904761905,13.25,54007298,54018186,"DOWN","LDLRAD1"
"ENSG00000180176","ENSG00000180176",-4.13876766282774,0.00166733467427209,-809.818872693294,195.666666666667,8.75,2163929,2171815,"DOWN","TH"
"ENSG00000180818","ENSG00000180818",-5.18599222686522,0.000127754120713809,-818.15201179069,157.761904761905,4.75,53985065,53990279,"DOWN","HOXC10"
"ENSG00000130720","ENSG00000130720",-3.99245945757952,0.00209831277340542,-819.594891505967,205.285714285714,14.5,130902438,130939286,"DOWN","FIBCD1"
"ENSG00000177551","ENSG00000177551",-4.64611897216956,0.000521210793762416,-827.230420806762,178.047619047619,5.75,115836377,115843917,"DOWN","NHLH2"
"ENSG00000239474","ENSG00000239474",-3.53772832429912,0.00609506384551196,-836.588517069973,236.47619047619,22.5,169509702,169526258,"DOWN","KLHL41"
"ENSG00000110244","ENSG00000110244",-7.82994672365425,2.03186162533045e-06,-844.888536942883,107.904761904762,0.25,116820700,116823304,"DOWN","APOA4"
"ENSG00000015592","ENSG00000015592",-4.12780731821172,0.00150062114592431,-845.610813473658,204.857142857143,13.25,27235323,27258420,"DOWN","STMN4"
"ENSG00000164363","ENSG00000164363",-9.31174504414207,6.66605314573714e-07,-847.812215447602,91.0476190476191,0,1225381,1246189,"DOWN","SLC6A18"
"ENSG00000224417","ENSG00000224417",-4.31240923353681,0.000887977181823185,-864.946080555097,200.571428571429,11.5,168298069,168302114,"DOWN","ENSG00000224417"
"ENSG00000141744","ENSG00000141744",-3.73316494806547,0.00432172479388552,-866.627577229484,232.142857142857,10.5,39667981,39670475,"DOWN","PNMT"
"ENSG00000166589","ENSG00000166589",-5.76551884121724,3.29882919100734e-05,-870.593345023804,151,3.25,66908122,66918917,"DOWN","CDH16"
"ENSG00000154975","ENSG00000154975",-4.50090994874728,0.000604734087201638,-874.033846237687,194.190476190476,8.5,51630313,52160017,"DOWN","CA10"
"ENSG00000132026","ENSG00000132026",-4.92898262821136,0.000217798072736193,-892.380569164742,181.047619047619,6.75,12825478,12835428,"DOWN","RTBDN"
"ENSG00000129159","ENSG00000129159",-3.583697019705,0.00555506197887641,-900.70251761919,251.333333333333,19.25,17734774,17856804,"DOWN","KCNC1"
"ENSG00000255794","ENSG00000255794",-4.09255568733063,0.00155082549899805,-906.013875733337,221.380952380952,15.75,97430884,97598415,"DOWN","RMST"
"ENSG00000105278","ENSG00000105278",-3.62982673327089,0.00502225466754978,-906.073892181238,249.619047619048,18,3804024,3869038,"DOWN","ZFR2"
"ENSG00000166143","ENSG00000166143",-3.7815888271278,0.00343667081786993,-914.604269189624,241.857142857143,21.5,40815451,40828709,"DOWN","PPP1R14D"
"ENSG00000280229","ENSG00000280229",-3.86998434525524,0.00280024250982062,-918.1077146696,237.238095238095,14.5,20363691,20365657,"DOWN","ENSG00000280229"
"ENSG00000168843","ENSG00000168843",-3.46337006776893,0.00742000519164626,-928.842867698792,268.190476190476,23,161383897,162164004,"DOWN","FSTL5"
"ENSG00000157856","ENSG00000157856",-4.63023414988141,0.0004719581214016,-933.54339955228,201.619047619048,8,26401920,26456711,"DOWN","DRC1"
"ENSG00000198610","ENSG00000198610",-4.9687162259458,0.000220665804911927,-936.721311358068,188.52380952381,5,5195462,5218949,"DOWN","AKR1C4"
"ENSG00000178597","ENSG00000178597",-4.81638191558084,0.000298256459901546,-937.130309860159,194.571428571429,6.75,7430285,7434930,"DOWN","PSAPL1"
"ENSG00000101438","ENSG00000101438",-6.42964260913925,9.97791600302314e-06,-940.564861679798,146.285714285714,1.5,38724486,38729372,"DOWN","SLC32A1"
"ENSG00000171243","ENSG00000171243",-4.03358513163498,0.00196938216477127,-964.795148390595,239.190476190476,13.25,16461481,16530580,"DOWN","SOSTDC1"
"ENSG00000090402","ENSG00000090402",-9.34335638883952,6.10947840598842e-07,-983.721951224961,105.285714285714,0,164978898,165078496,"DOWN","SI"
"ENSG00000237361","ENSG00000237361",-5.1439463878842,0.000127166908955233,-986.412957333794,191.761904761905,5.75,44400250,44405984,"DOWN","TUSC8"
"ENSG00000162951","ENSG00000162951",-3.82704761969756,0.003139021854566,-990.294131687455,258.761904761905,13,80288351,80304752,"DOWN","LRRTM1"
"ENSG00000130287","ENSG00000130287",-5.10178347711075,0.000138508028109876,-995.81954631795,195.190476190476,6,19211958,19252233,"DOWN","NCAN"
"ENSG00000135638","ENSG00000135638",-5.53099892852228,6.60365884165128e-05,-998.476997048951,180.52380952381,3.25,72916260,72936071,"DOWN","EMX1"
"ENSG00000250385","ENSG00000250385",-7.52443954698535,1.64752996961436e-06,-1010.06643252151,134.238095238095,0.5,524109,527448,"DOWN","ENSG00000250385"
"ENSG00000203972","ENSG00000203972",-8.56547792063248,2.41538228368631e-07,-1024.18643136706,119.571428571429,0.25,49499923,49528078,"DOWN","GLYATL3"
"ENSG00000177324","ENSG00000177324",-5.42889571065336,8.72274164650918e-05,-1041.31390107199,191.809523809524,3,18162931,18220886,"DOWN","BEND2"
"ENSG00000277837","ENSG00000277837",-3.58816646354285,0.00559441502257634,-1043.98557582128,290.952380952381,18,57427133,57432112,"DOWN","ENSG00000277837"
"ENSG00000129951","ENSG00000129951",-4.43317985664982,0.000772987916780697,-1051.0858336314,237.095238095238,9,812488,821955,"DOWN","PLPPR3"
"ENSG00000089101","ENSG00000089101",-4.18696087196991,0.00127792068427311,-1059.30110060839,253,14,20052514,20360703,"DOWN","CFAP61"
"ENSG00000287627","ENSG00000287627",-7.1973285066564,2.54110478725766e-06,-1075.4865168518,149.428571428571,0.75,226538305,226542729,"DOWN","ENSG00000287627"
"ENSG00000164900","ENSG00000164900",-7.54691207758761,2.5142706150766e-06,-1129.52117427895,149.666666666667,0.5,151148589,151174745,"DOWN","GBX1"
"ENSG00000280002","ENSG00000280002",-5.22487709512405,9.3560775315409e-05,-1131.06148925876,216.47619047619,6.25,130988312,130990028,"DOWN","ENSG00000280002"
"ENSG00000166535","ENSG00000166535",-5.04650933240485,0.000167303574587298,-1144.35606861485,226.761904761905,6.25,8822621,8887001,"DOWN","A2ML1"
"ENSG00000147571","ENSG00000147571",-3.39026725013111,0.00861587555522995,-1145.26456535381,337.809523809524,36.25,66176376,66178464,"DOWN","CRH"
"ENSG00000267594","ENSG00000267594",-4.91971911111288,0.000222810385545365,-1169.48751441312,237.714285714286,6.75,15760241,15779909,"DOWN","ENSG00000267594"
"ENSG00000101188","ENSG00000101188",-3.88114207286883,0.00262660003240162,-1180.79127159805,304.238095238095,26,62708836,62762771,"DOWN","NTSR1"
"ENSG00000156687","ENSG00000156687",-4.49884557786008,0.000602906886406429,-1203.97676893208,267.619047619048,10.75,35235475,35796550,"DOWN","UNC5D"
"ENSG00000057593","ENSG00000057593",-4.49763781137197,0.000612414811089115,-1206.86614605148,268.333333333333,12,113105788,113120685,"DOWN","F7"
"ENSG00000257008","ENSG00000257008",-3.68538608329023,0.00438411483528308,-1216.17740748578,330,21.75,74367407,74372622,"DOWN","GPR142"
"ENSG00000005981","ENSG00000005981",-4.49903070062607,0.000577787502107553,-1228.66386038526,273.095238095238,12.5,95478444,95540233,"DOWN","ASB4"
"ENSG00000152611","ENSG00000152611",-5.80340635167896,2.36337860613259e-05,-1236.95461095786,213.142857142857,4,35904288,35938779,"DOWN","CAPSL"
"ENSG00000122735","ENSG00000122735",-4.14784264131576,0.00136637715488296,-1243.16769449721,299.714285714286,16.25,34457414,34520988,"DOWN","DNAI1"
"ENSG00000149972","ENSG00000149972",-3.91038747739512,0.00252885822687659,-1269.20004980596,324.571428571429,19.25,99020949,100358885,"DOWN","CNTN5"
"ENSG00000181378","ENSG00000181378",-4.88858564181459,0.000226530137716912,-1276.61922189101,261.142857142857,9,219002846,219041527,"DOWN","CFAP65"
"ENSG00000105467","ENSG00000105467",-4.44546199236139,0.000640061573964939,-1277.75278980445,287.428571428571,15.25,48364367,48376377,"DOWN","SYNGR4"
"ENSG00000196361","ENSG00000196361",-5.00918927911508,0.000158947896677329,-1283.06805392191,256.142857142857,8,11451326,11481046,"DOWN","ELAVL3"
"ENSG00000074317","ENSG00000074317",-4.24991406821217,0.00107241108633621,-1292.17625359689,304.047619047619,16.5,176620082,176630556,"DOWN","SNCB"
"ENSG00000118702","ENSG00000118702",-8.44503251621777,2.79270144573529e-07,-1314.2079172857,155.619047619048,0.25,37251082,37261835,"DOWN","GHRH"
"ENSG00000108602","ENSG00000108602",-3.3651796536276,0.00907569019612576,-1327.96398998152,394.619047619048,44.5,19737984,19748943,"DOWN","ALDH3A1"
"ENSG00000176349","ENSG00000176349",-6.34978348197337,1.24738059624393e-05,-1328.31423030043,209.190476190476,1.75,1838586,1849931,"DOWN","ENSG00000176349"
"ENSG00000186487","ENSG00000186487",-3.6285352882471,0.00495722456223105,-1331.32687599733,366.904761904762,26,1789113,2331664,"DOWN","MYT1L"
"ENSG00000248767","ENSG00000248767",-8.41810628015456,2.97372079709762e-07,-1335.27200091404,158.619047619048,0.25,290170,294422,"DOWN","FOXL3-OT1"
"ENSG00000277531","ENSG00000277531",-4.46251997270794,0.000625177612832506,-1337.05598420373,299.619047619048,14.75,46424697,46428951,"DOWN","PNMA8C"
"ENSG00000182938","ENSG00000182938",-4.52077236077506,0.000584945417880518,-1367.64127657162,302.52380952381,11.25,74935898,74949992,"DOWN","OTOP3"
"ENSG00000249464","ENSG00000249464",-3.45406153259169,0.00744441027673794,-1383.26940424267,400.47619047619,37.25,123539026,123962698,"DOWN","LINC01091"
"ENSG00000165899","ENSG00000165899",-3.65273832141281,0.00454848852413291,-1407.86971302454,385.428571428571,30,80099537,80380879,"DOWN","OTOGL"
"ENSG00000235984","ENSG00000235984",-5.78051566882193,3.20722391915141e-05,-1434.39367382053,248.142857142857,3.75,92701389,92721614,"DOWN","GPC5-AS1"
"ENSG00000113327","ENSG00000113327",-4.90149521240947,0.000199731636908999,-1448.50853753396,295.52380952381,11.5,162000057,162162977,"DOWN","GABRG2"
"ENSG00000197353","ENSG00000197353",-5.35254913760607,7.83744998608995e-05,-1461.75568115099,273.095238095238,5.75,142750150,142752532,"DOWN","LYPD2"
"ENSG00000139219","ENSG00000139219",-5.34040519937051,7.87898194404133e-05,-1485.90417047247,278.238095238095,6.75,47972967,48004554,"DOWN","COL2A1"
"ENSG00000170549","ENSG00000170549",-6.36999229676759,6.81051855168845e-06,-1489.06153261105,233.761904761905,2.75,3595832,3601403,"DOWN","IRX1"
"ENSG00000143469","ENSG00000143469",-3.54252080689532,0.00587757344067922,-1506.0774173315,425.142857142857,35,209900923,210171389,"DOWN","SYT14"
"ENSG00000173452","ENSG00000173452",-3.92913092434181,0.00234589778096346,-1511.40569556348,384.666666666667,25.5,19719315,19773617,"DOWN","TMEM196"
"ENSG00000180745","ENSG00000180745",-3.33776217792423,0.00977732953287074,-1534.4169555086,459.714285714286,46.5,127877841,127892941,"DOWN","CLRN3"
"ENSG00000163286","ENSG00000163286",-6.74578595180572,4.62941151969402e-06,-1539.64533652404,228.238095238095,1.25,232406844,232410714,"DOWN","ALPG"
"ENSG00000124194","ENSG00000124194",-4.2738277975563,0.000957771369985142,-1548.95730320005,362.428571428571,20,44247099,44280947,"DOWN","GDAP1L1"
"ENSG00000167858","ENSG00000167858",-6.13655106351454,1.13781295335577e-05,-1566.57382150007,255.285714285714,3.75,6789133,6831761,"DOWN","TEKT1"
"ENSG00000164972","ENSG00000164972",-4.92750999445056,0.00019867492080245,-1570.93711489745,318.809523809524,10.5,34379019,34397810,"DOWN","SPMIP6"
"ENSG00000167011","ENSG00000167011",-4.75581398603913,0.000290940080540853,-1572.58915805027,330.666666666667,14.25,101170496,101180293,"DOWN","NAT16"
"ENSG00000155511","ENSG00000155511",-4.94347782263975,0.000195157432185554,-1595.09551077176,322.666666666667,9.75,153489615,153813869,"DOWN","GRIA1"
"ENSG00000167281","ENSG00000167281",-3.8859054797963,0.00264915963139354,-1601.54818703033,412.142857142857,21.75,79089345,79516148,"DOWN","RBFOX3"
"ENSG00000104827","ENSG00000104827",-10.4394030500653,2.3429577842774e-08,-1612.14209958866,154.428571428571,0,49022869,49024333,"DOWN","CGB3"
"ENSG00000250799","ENSG00000250799",-5.27473460564684,9.83381046094192e-05,-1644.21012993163,311.714285714286,6.75,35799988,35813299,"DOWN","PRODH2"
"ENSG00000233492","ENSG00000233492",-6.11166689622569,1.04741859930944e-05,-1655.38863360627,270.857142857143,4,21530122,21535665,"DOWN","ENSG00000233492"
"ENSG00000261713","ENSG00000261713",-3.45827990700835,0.00716321027925951,-1670.18451508946,482.952380952381,49.25,1064093,1078731,"DOWN","SSTR5-AS1"
"ENSG00000223802","ENSG00000223802",-3.85482644819175,0.00275823058213427,-1675.74812597821,434.714285714286,32.25,18868545,18896727,"DOWN","CERS1"
"ENSG00000188620","ENSG00000188620",-3.35232931849146,0.00952200592359936,-1698.67315609846,506.714285714286,43,123135970,123139423,"DOWN","HMX3"
"ENSG00000145242","ENSG00000145242",-4.46630265864259,0.000675055986863954,-1711.23196149706,383.142857142857,13.25,65319563,65670495,"DOWN","EPHA5"
"ENSG00000198049","ENSG00000198049",-4.18016801750083,0.00120546533420757,-1727.80278056701,413.333333333333,23.75,206106936,206117699,"DOWN","AVPR1B"
"ENSG00000146530","ENSG00000146530",-3.44971606749261,0.00746549511007299,-1767.40453191205,512.333333333333,40.75,12330885,12403941,"DOWN","VWDE"
"ENSG00000110245","ENSG00000110245",-10.3581405308964,2.97671373919397e-08,-1769.26905163454,170.809523809524,0,116829706,116833072,"DOWN","APOC3"
"ENSG00000170477","ENSG00000170477",-4.14646421412199,0.00134755505932111,-1773.10707822931,427.619047619048,23.75,52806549,52814116,"DOWN","KRT4"
"ENSG00000197177","ENSG00000197177",-5.01557960255874,0.000148159098119733,-1823.76027833993,363.619047619048,11.25,133070929,133131675,"DOWN","ADGRA1"
"ENSG00000114771","ENSG00000114771",-3.52467346605338,0.00610139808840132,-1841.22228202884,522.380952380952,44,151814073,151828488,"DOWN","AADAC"
"ENSG00000138650","ENSG00000138650",-3.86670126318501,0.00275823058213427,-1865.59129517098,482.47619047619,25.25,133149294,133208606,"DOWN","PCDH10"
"ENSG00000166104","ENSG00000166104",-6.1630941748191,1.06720044156428e-05,-1869.17841902013,303.285714285714,3.25,62227896,62253235,"DOWN","ENSG00000166104"
"ENSG00000130540","ENSG00000130540",-3.81855623783327,0.00303738823133203,-1904.36854661085,498.714285714286,33.75,43824509,43862513,"DOWN","SULT4A1"
"ENSG00000237767","ENSG00000237767",-4.2364789529654,0.00102906782374581,-1917.91454313534,452.714285714286,27,40004216,40011323,"DOWN","ENSG00000237767"
"ENSG00000205856","ENSG00000205856",-5.08170809191518,0.000128045206314927,-1928.14524173239,379.428571428571,11.75,32149006,32159322,"DOWN","C22orf42"
"ENSG00000185519","ENSG00000185519",-3.34962741075389,0.00934619256375993,-1934.1705706096,577.428571428571,60.25,16057769,16073651,"DOWN","FAM131C"
"ENSG00000187550","ENSG00000187550",-5.38073388573052,6.10092315145635e-05,-1942.44493274872,361,9.5,55528611,55537133,"DOWN","SBK2"
"ENSG00000077327","ENSG00000077327",-4.80556741511013,0.000247376409928202,-1948.54316855537,405.47619047619,14.5,22345445,22454224,"DOWN","SPAG6"
"ENSG00000204653","ENSG00000204653",-4.08695229181739,0.0015708542329321,-1952.97934516131,477.857142857143,27.25,50511600,50514690,"DOWN","ASPDH"
"ENSG00000169297","ENSG00000169297",-4.38344055733799,0.000732968852376547,-1965.24251653986,448.333333333333,22.5,30304206,30309390,"DOWN","NR0B1"
"ENSG00000105613","ENSG00000105613",-3.6925975685964,0.00401767410460716,-1974.83634728125,534.809523809524,38,12833951,12874952,"DOWN","MAST1"
"ENSG00000204624","ENSG00000204624",-3.76101307245765,0.00341187966090923,-1995.30698286908,530.52380952381,36.5,11479155,11537551,"DOWN","DISP3"
"ENSG00000168481","ENSG00000168481",-4.49523248626439,0.000552237336555105,-1996.31134128103,444.095238095238,20.25,22146830,22157084,"DOWN","LGI3"
"ENSG00000075043","ENSG00000075043",-3.40958440609147,0.00814911071480883,-2002.07549102447,587.190476190476,54.25,63400208,63472677,"DOWN","KCNQ2"
"ENSG00000284747","ENSG00000284747",-3.93259940584226,0.00227385832520576,-2024.53962745527,514.809523809524,32.5,7991134,8005312,"DOWN","ENSG00000284747"
"ENSG00000171587","ENSG00000171587",-3.97510032192991,0.00207136048338594,-2033.54775040443,511.571428571429,28.5,40010999,40847158,"DOWN","DSCAM"
"ENSG00000156096","ENSG00000156096",-6.80855874747379,2.03186162533045e-06,-2034.1379800786,298.761904761905,2.5,69480165,69526014,"DOWN","UGT2B4"
"ENSG00000179914","ENSG00000179914",-4.16655092274699,0.00126229296793466,-2139.02788086359,513.380952380952,34.5,160876540,160885180,"DOWN","ITLN1"
"ENSG00000171094","ENSG00000171094",-4.42369392205577,0.000675055986863954,-2149.49394193605,485.904761904762,19.75,29192774,29921586,"DOWN","ALK"
"ENSG00000160716","ENSG00000160716",-3.70599513436683,0.00390794905720696,-2177.88980729624,587.666666666667,42.5,154567778,154580013,"DOWN","CHRNB2"
"ENSG00000260220","ENSG00000260220",-4.1480202355848,0.00134755505932111,-2198.84577440619,530.095238095238,28.5,136249973,136306901,"DOWN","CCDC187"
"ENSG00000160349","ENSG00000160349",-6.49320661313298,4.19224001266988e-06,-2212.9466538187,340.809523809524,3,135521438,135526540,"DOWN","LCN1"
"ENSG00000139364","ENSG00000139364",-3.81760533222814,0.00297353178309442,-2257.47728645757,591.333333333333,42,125186836,125662377,"DOWN","TMEM132B"
"ENSG00000171401","ENSG00000171401",-4.76058593455127,0.000275709037145091,-2276.92024412538,478.285714285714,18.25,41500981,41505705,"DOWN","KRT13"
"ENSG00000204065","ENSG00000204065",-4.17355432167693,0.0012330881737655,-2277.36947486171,545.666666666667,34,103273691,103276750,"DOWN","TCEAL5"
"ENSG00000180440","ENSG00000180440",-5.14932579161177,0.00011271125133524,-2284.33900355501,443.619047619048,10,36674020,36697839,"DOWN","SERTM1"
"ENSG00000145087","ENSG00000145087",-4.62499280496866,0.000392819906478327,-2293.11548025398,495.809523809524,19.75,120908072,121424761,"DOWN","STXBP5L"
